"","Control Number","Course Number","Section","Day-Hour","Room","Course Title","Unit Credit","Instructor","Exam Group","Restrictions","Department"
"3362","41012","131","101 DIS","F 12-1P","3106 ETCHEVERRY","Discrete Event Simulation","","SCHRUBEN, L W","","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3363","41015","153","001 LEC","TuTh 2-330P","3113 ETCHEVERRY","Logistics Network Design and Supply Chain","3","SHEN, Z","2","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3364","41018","161","001 LEC","TuTh 10-11A","141 MCCONE","Operations Research II","3","GUO, X","19","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3365","41021","161","101 DIS","F 2-3P","3106 ETCHEVERRY","Operations Research II","","GUO, X","","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3366","41024","162","001 LEC","MW 9-10A","3106 ETCHEVERRY","Linear Programming and Network Flows","3","HOCHBAUM, D S","4","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3367","41027","162","101 DIS","F 9-10A","3106 ETCHEVERRY","Linear Programming and Network Flows","","HOCHBAUM, D S","","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3368","41030","165","001 LEC","TuTh 11-1230P","3106 ETCHEVERRY","Engineering Statistics, Quality Control, and Forcas...","3","ASWANI, A J","13","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3369","41033","165","101 DIS","F 3-4P","3107 ETCHEVERRY","Engineering Statistics, Quality Control, and Forcas...","","ASWANI, A J","","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3370","41036","165","102 DIS","F 10-11A","241 CORY","Engineering Statistics, Quality Control, and Forcas...","","ASWANI, A J","","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3371","41039","166","001 LEC","MWF 11-12P","277 CORY","Decision Analytics","3","OREN, S S","8","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3372","41042","170","001 LEC","W 5-8P","3106 ETCHEVERRY","Industrial Design and Human Factors","3","GOLDBERG, K Y","19","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3373","41054","180","001 LEC","W 1-2P","3111 ETCHEVERRY","Senior Project","4","KAMINSKY, P M","","NONE","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3374","41057","180","101 DIS","W 2-3P","3113 ETCHEVERRY","Senior Project","","KAMINSKY, P M","","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3375","41060","185","001 SEM","Th 4-7P","210 JACOBS","Challenge Lab","4","SANDY, K","","NONE","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3376","41063","185","002 SEM","Th 4-7P","105 LATIMER","Challenge Lab","4","KEUTZER, K W","NONE","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3377","41065","190A","001 SEM","Tu 3-4P","","Advanced Topics in Industrial Engineering and","1","SIDHU, I","20","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3378","41264","190C","001 SEM","","","Advanced Topics in Industrial Engineering and","1-4: PF","LAW, T D","","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3379","41069","190G","001 SEM","M 4-6P","155 DONNER LAB","Advanced Topics in Industrial Engineering and","1-4","LAVIAN, T","17","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3380","41072","191","001 LEC","F 2-5P","150 GSPP","Technology Entrepreneurship","3","ZAFAR, N","NONE","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3381","41075","192","001 LEC","","","Berkeley Method of Entrepreneurship Bootcamp","2","SIDHU, I","NONE","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3382","41077","195","001 COL","Tu 5-630P","BECHTEL AUD","A. Richard Newton Lecture Series","1: PF","SIDHU, I","NONE","","INDUSTRIAL ENGIN AND OPER RESEARCH"
"3383","41502","C8","001 LEC","MWF 10-11A","155 DWINELLE","Foundations of Data Science","4","DENERO, J S","7","BY CATEGORY","INFORMATION"
"3384","41905","C8","101 LAB","W 11-1P","105 CORY","Foundations of Data Science","","","","CURRENTLY FULL","INFORMATION"
"3385","41908","C8","102 LAB","W 12-2P","342 EVANS","Foundations of Data Science","","","","CURRENTLY FULL","INFORMATION"
"3386","41911","C8","103 LAB","W 1-3P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3387","41914","C8","104 LAB","W 3-5P","105 CORY","Foundations of Data Science","","","","CURRENTLY FULL","INFORMATION"
"3388","41917","C8","105 LAB","W 5-7P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3389","41920","C8","106 LAB","W 6-8P","342 EVANS","Foundations of Data Science","","","","","INFORMATION"
"3390","41923","C8","107 LAB","W 7-9P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3391","41926","C8","108 LAB","Th 9-11A","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3392","41929","C8","109 LAB","Th 11-1P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3393","41932","C8","110 LAB","Th 2-4P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3394","41935","C8","111 LAB","Th 4-6P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3395","41938","C8","112 LAB","Th 5-7P","342 EVANS","Foundations of Data Science","","","","","INFORMATION"
"3396","41941","C8","113 LAB","Th 6-8P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3397","41944","C8","114 LAB","F 8-10A","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3398","41947","C8","115 LAB","F 11-1P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3399","41950","C8","116 LAB","F 1-3P","342 EVANS","Foundations of Data Science","","","","","INFORMATION"
"3400","41953","C8","117 LAB","F 1-3P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3401","41956","C8","118 LAB","F 3-5P","342 EVANS","Foundations of Data Science","","","","","INFORMATION"
"3402","41959","C8","119 LAB","F 3-5P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3403","41962","C8","120 LAB","F 5-7P","105 CORY","Foundations of Data Science","","","","","INFORMATION"
"3404","41505","88A","002 LEC","Tu 330-530P","210 SOUTH HALL","Data and Ethics","2","HOFFMANN, A L","NONE","BY CATEGORY","INFORMATION"
"3405","41506","C103","001 LEC","TuTh 930-11A","155 KROEBER","History of Information","3","DUGUID, P","10","BY CATEGORY; CURRENTLY FULL","INFORMATION"
"3406","41509","C167","001 LEC","W 5-8P","145 DWINELLE","Virtual Communities/Social Media","4","THE STAFF","NONE","CURRENTLY FULL","INFORMATION"
"3407","SEE","199","1-19 IND","","TBA","Individual Study","1-4","","NONE","JR, SR ; CLASS ENTRY CODE REQ","INFORMATION"
"3408","42103","24","001 SEM","Th 10-11A","4110 VALLEY LSB","Freshman Seminars","1","TBA","","FR ; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3409","42106","24","002 SEM","Tu 2-3P","4110 VALLEY LSB","Freshman Seminars","1","TBA","","FR & BY CATEGORY","INTEGRATIVE BIOLOGY"
"3410","42109","24","003 SEM","W 2-3P","4110 VALLEY LSB","Freshman Seminars","1: PF","TBA","","FR & BY CATEGORY; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3411","42112","24","004 SEM","Tu 9-10A","1101 VALLEY LSB","Freshman Seminars","1: PF","TBA","","FR","INTEGRATIVE BIOLOGY"
"3412","42118","24","006 SEM","M 2-3P","5192 VALLEY LSB","Freshman Seminars","1","TBA","","FR & BY CATEGORY; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3413","42121","24","007 SEM","W 12-1P","1101 VALLEY LSB","Freshman Seminars","1","TBA","","FR ; CLASS ENTRY CODE REQ","INTEGRATIVE BIOLOGY"
"3414","42124","24","008 SEM","M 10-11A","4110 VALLEY LSB","Freshman Seminars","1","TBA","","FR ; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3415","42127","24","009 SEM","M 2-3P","5053 VALLEY LSB","Freshman Seminars","1: PF","TBA","","FR ; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3416","42130","24","010 SEM","W 10-11A","4110 VALLEY LSB","Freshman Seminars","1: PF","TBA","","FR & BY CATEGORY; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3417","42132","24","011 SEM","W 2-3P","5053 VALLEY LSB","Freshman Seminars","1: PF","TBA","","FR ; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3418","44620","24","012 SEM","W 1-3P","5192 VALLEY LSB","Freshman Seminars","1: PF","TBA","","FR","INTEGRATIVE BIOLOGY"
"3419","42133","31","001 LEC","MWF 10-11A","102 MOFFITT","The Ecology and Evolution of Animal Behavior","3","MARKOWITZ, T M","7","","INTEGRATIVE BIOLOGY"
"3420","42136","31","101 DIS","M 2-3P","263 DWINELLE","The Ecology and Evolution of Animal Behavior","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3421","42142","31","103 DIS","W 1-2P","211 DWINELLE","The Ecology and Evolution of Animal Behavior","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3422","42148","32","001 LEC","MW 12-1P","2060 VALLEY LSB","Bioinspired Design","3","FULL, R J","11","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3423","42151","32","101 DIS","F 11-12P","220 JACOBS","Bioinspired Design","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3424","42154","32","102 DIS","F 12-1P","220 JACOBS","Bioinspired Design","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3425","42157","32","103 DIS","F 1-2P","220 JACOBS","Bioinspired Design","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3426","42160","32","104 DIS","F 2-3P","220 JACOBS","Bioinspired Design","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3427","SEE","95","001 FLD","Th 2-6P","2007 VALLEY LSB","Special Research Project in Biology 1B","1: PF","NACHMAN, M","1","","INTEGRATIVE BIOLOGY"
"3428","SEE","95","002 FLD","Th 2-6P","2007 VALLEY LSB","Special Research Project in Biology 1B","1: PF","NACHMAN, M","1","","INTEGRATIVE BIOLOGY"
"3429","42258","C100","001 LEC","F 930-1230P","150 LHS","Communicating Ocean Science","4","RHEW, R C","17","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3430","42259","103LF","001 LEC","TuTh 11-1230P","3083 VALLEY LSB","Invertebrate Zoology with Laboratory","5","TBA","","BY CATEGORY","INTEGRATIVE BIOLOGY"
"3431","42262","103LF","101 LAB","MW 1-4P","3019 VALLEY LSB","Invertebrate Zoology with Laboratory","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3432","42265","103LF","102 LAB","TuTh 1-4P","3019 VALLEY LSB","Invertebrate Zoology with Laboratory","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3433","42268","104LF","001 LEC","TuTh 930-11A","170 BARROWS","Natural History of the Vertebrates with Laboratory","5","TBA","","JR, SR & BY CATEGORY","INTEGRATIVE BIOLOGY"
"3434","42271","104LF","101 LAB","W 1-4P","3095 VALLEY LSB","Natural History of the Vertebrates with Laboratory","","","","","INTEGRATIVE BIOLOGY"
"3435","42274","104LF","102 LAB","Th 2-5P","3095 VALLEY LSB","Natural History of the Vertebrates with Laboratory","","","","","INTEGRATIVE BIOLOGY"
"3436","42277","104LF","101 FLD","F 8-12P","OFF CAMPUS","Natural History of the Vertebrates with Laboratory","","","","","INTEGRATIVE BIOLOGY"
"3437","42280","104LF","102 FLD","SA 8-12P","OFF CAMPUS","Natural History of the Vertebrates with Laboratory","","","","","INTEGRATIVE BIOLOGY"
"3438","42283","113L","001 LEC","TuTh 2-330P","155 DONNER LAB","Paleobiological Perspectives on Ecology and Evoluti... 4","","MARSHALL, C","2","JR, SR & BY CATEGORY; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3439","42286","113L","101 LAB","W 9-12P","3003 VALLEY LSB","Paleobiological Perspectives on Ecology and Evoluti...","","VARAJAO DE LATORRE","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3440","42289","113L","102 LAB","W 12-3P","3003 VALLEY LSB","Paleobiological Perspectives on Ecology and Evoluti...","","SOUTO, C A","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3441","42291","113L","103 LAB","W 3-6P","3003 VALLEY LSB","Paleobiological Perspectives on Ecology and Evoluti...","","LIM, J","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3442","42301","C129L","001 LEC","MW 8-9A","242 HEARST GYM","Human Physiological Assessment","3","JOHANNESSEN, S","1","JR, SR & INTEGRATIVE BIOLOGY ; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3443","42304","C129L","101 LAB","W 10-1P","3047 VALLEY LSB","Human Physiological Assessment","","JOHANNESSEN, S","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3444","42307","C129L","102 LAB","W 1-4P","3047 VALLEY LSB","Human Physiological Assessment","","JOHANNESSEN, S","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3445","42310","132","001 LEC","TuTh 8-930A","WHEELER AUD","Survey of Human Physiology","4","BROOKS, G A","16","JR, SR","INTEGRATIVE BIOLOGY"
"3446","42313","132","101 DIS","W 10-11A","3059 VALLEY LSB","Survey of Human Physiology","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3447","42316","132","102 DIS","W 11-12P","3059 VALLEY LSB","Survey of Human Physiology","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3448","42319","132","103 DIS","W 4-5P","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3449","42322","132","104 DIS","Th 10-11A","3059 VALLEY LSB","Survey of Human Physiology","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3450","42325","132","105 DIS","Th 11-12P","3059 VALLEY LSB","Survey of Human Physiology","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3451","42328","132","106 DIS","Th 2-3P","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3452","42331","132","107 DIS","Th 3-4P","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3453","42334","132","108 DIS","Th 4-5P","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3454","42337","132","109 DIS","F 8-9A","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3455","42340","132","110 DIS","F 9-10A","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3456","42343","132","111 DIS","F 10-11A","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3457","42346","132","112 DIS","F 11-12P","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3458","42349","132","113 DIS","F 12-1P","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3459","42352","132","114 DIS","F 1-2P","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3460","42355","132","115 DIS","F 2-3P","3059 VALLEY LSB","Survey of Human Physiology","","","","","INTEGRATIVE BIOLOGY"
"3461","42358","132L","001 LAB","M 9-12P","3048 VALLEY LSB","Mammalian Physiology Laboratory","2","TBA","","JR, SR & BY CATEGORY; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3462","42361","132L","002 LAB","M 2-5P","3048 VALLEY LSB","Mammalian Physiology Laboratory","2","TBA","","JR, SR & BY CATEGORY; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3463","42364","132L","003 LAB","Tu 930-1230P","3048 VALLEY LSB","Mammalian Physiology Laboratory","2","TBA","","JR, SR & BY CATEGORY; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3464","42367","132L","004 LAB","W 9-12P","3048 VALLEY LSB","Mammalian Physiology Laboratory","2","TBA","","JR, SR & BY CATEGORY; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3465","42370","132L","005 LAB","W 2-5P","3048 VALLEY LSB","Mammalian Physiology Laboratory","2","TBA","","JR, SR & BY CATEGORY; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3466","42373","132L","006 LAB","Th 930-1230P","3048 VALLEY LSB","Mammalian Physiology Laboratory","2","TBA","","JR, SR & BY CATEGORY","INTEGRATIVE BIOLOGY"
"3467","42376","132L","007 LAB","Tu 2-5P","3048 VALLEY LSB","Mammalian Physiology Laboratory","2","TBA","","JR, SR & BY CATEGORY; CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3468","42379","132L","008 LAB","Th 2-5P","3048 VALLEY LSB","Mammalian Physiology Laboratory","2","TBA","","JR, SR & BY CATEGORY","INTEGRATIVE BIOLOGY"
"3469","42382","135","001 LEC","TuTh 11-1230P","182 DWINELLE","The Mechanics of Organisms","4","DUDLEY, R","13","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3470","42385","135","101 DIS","W 2-3P","1099 VALLEY LSB","The Mechanics of Organisms","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3471","42388","135","102 DIS","W 3-4P","1099 VALLEY LSB","The Mechanics of Organisms","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3472","42391","135","103 DIS","Th 2-3P","1099 VALLEY LSB","The Mechanics of Organisms","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3473","42394","138","001 LEC","MWF 12-1P","20 WHEELER","Comparative Endocrinology","4","BENTLEY, G E","11","JR, SR & BY CATEGORY","INTEGRATIVE BIOLOGY"
"3474","42397","138","101 DIS","M 2-3P","206 WHEELER","Comparative Endocrinology","","","","","INTEGRATIVE BIOLOGY"
"3475","42400","138","102 DIS","W 2-3P","103 WHEELER","Comparative Endocrinology","","","","","INTEGRATIVE BIOLOGY"
"3476","42403","140","001 LEC","TuTh 2-330P","245 LI KA SHING","Biology of Human Reproduction","4","CARLSON, T J","2","JR, SR & BY CATEGORY","INTEGRATIVE BIOLOGY"
"3477","42406","140","101 DIS","M 8-9A","2011 VALLEY LSB","Biology of Human Reproduction","","","","","INTEGRATIVE BIOLOGY"
"3478","42409","140","102 DIS","M 11-12P","3059 VALLEY LSB","Biology of Human Reproduction","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3479","42412","140","103 DIS","M 12-1P","3059 VALLEY LSB","Biology of Human Reproduction","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3480","42415","140","104 DIS","M 3-4P","2011 VALLEY LSB","Biology of Human Reproduction","","","","","INTEGRATIVE BIOLOGY"
"3481","42418","140","105 DIS","Tu 12-1P","3059 VALLEY LSB","Biology of Human Reproduction","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3482","42421","140","106 DIS","Tu 1-2P","3059 VALLEY LSB","Biology of Human Reproduction","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3483","42424","140","107 DIS","W 9-10A","3059 VALLEY LSB","Biology of Human Reproduction","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3484","42427","140","108 DIS","W 12-1P","3059 VALLEY LSB","Biology of Human Reproduction","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3485","42430","140","109 DIS","Th 12-1P","3059 VALLEY LSB","Biology of Human Reproduction","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3486","42433","140","110 DIS","Th 1-2P","3059 VALLEY LSB","Biology of Human Reproduction","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3487","42436","140","111 DIS","F 11-12P","2032 VALLEY LSB","Biology of Human Reproduction","","","","","INTEGRATIVE BIOLOGY"
"3488","42439","140","112 DIS","F 12-1P","2032 VALLEY LSB","Biology of Human Reproduction","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3489","42466","C142L","001 LEC","MW 9-12P","1007 VALLEY LSB","Introduction to Human Osteology","6","WHITE, T D","4","JR, SR ; CLASS ENTRY CODE REQ","INTEGRATIVE BIOLOGY"
"3490","42469","C142L","101 LAB","","UNSCHED 1007 VALLEY LSB","Introduction to Human Osteology","","WHITE, T D","","","INTEGRATIVE BIOLOGY"
"3491","42472","C143B","001 LEC","TuTh 1-2P","105 STANLEY","Hormones and Behavior","3","KRIEGSFELD, L J","15","JR, SR & BY CATEGORY","INTEGRATIVE BIOLOGY"
"3492","42475","C143B","101 DIS","M 9-10A","2301 TOLMAN","Hormones and Behavior","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3493","42478","C143B","102 DIS","M 10-11A","2301 TOLMAN","Hormones and Behavior","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3494","42481","C143B","103 DIS","M 11-12P","2301 TOLMAN","Hormones and Behavior","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3495","42484","C143B","104 DIS","Tu 9-10A","2301 TOLMAN","Hormones and Behavior","","","","","INTEGRATIVE BIOLOGY"
"3496","42487","C143B","105 DIS","Tu 10-11A","2301 TOLMAN","Hormones and Behavior","","","","","INTEGRATIVE BIOLOGY"
"3497","42490","C143B","106 DIS","Tu 11-12P","2301 TOLMAN","Hormones and Behavior","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3498","42493","C143B","107 DIS","W 9-10A","2301 TOLMAN","Hormones and Behavior","","","","","INTEGRATIVE BIOLOGY"
"3499","42496","C143B","108 DIS","W 10-11A","2301 TOLMAN","Hormones and Behavior","","","","","INTEGRATIVE BIOLOGY"
"3500","42499","C143B","109 DIS","W 11-12P","2301 TOLMAN","Hormones and Behavior","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3501","42502","C143B","110 DIS","Th 9-10A","2301 TOLMAN","Hormones and Behavior","","","","","INTEGRATIVE BIOLOGY"
"3502","42505","C143B","111 DIS","Th 10-11A","2301 TOLMAN","Hormones and Behavior","","","","","INTEGRATIVE BIOLOGY"
"3503","42508","C143B","112 DIS","Th 11-12P","2301 TOLMAN","Hormones and Behavior","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3504","42511","150","001 LEC","TuTh 930-11A","110 WHEELER","Evolutionary Environmental Physiology","3","WILLIAMS, C M","10","","INTEGRATIVE BIOLOGY"
"3505","42514","150","101 DIS","F 10-12P","141 GIANNINI","Evolutionary Environmental Physiology","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3506","42526","166","001 LEC","WF 10-12P","3007 VALLEY LSB","Evolutionary Biogeography","4","BARNOSKY, A D","7","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3507","42529","166","101 DIS","M 2-3P","3007 VALLEY LSB","Evolutionary Biogeography","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3508","42532","166","102 DIS","Tu 2-3P","3007 VALLEY LSB","Evolutionary Biogeography","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3509","42535","167","001 LEC","MWF 10-11A","101 BARKER","Evolution and Earth History: From Genes to Fossils","4","FINNEGAN, S","7","","INTEGRATIVE BIOLOGY"
"3510","42538","167","101 DIS","F 8-9A","3083 VALLEY LSB","Evolution and Earth History: From Genes to Fossils","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3511","42541","167","102 DIS","F 9-10A","3083 VALLEY LSB","Evolution and Earth History: From Genes to Fossils","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3512","42544","167","103 DIS","F 12-1P","3083 VALLEY LSB","Evolution and Earth History: From Genes to Fossils","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3513","42547","167","104 DIS","F 1-2P","3083 VALLEY LSB","Evolution and Earth History: From Genes to Fossils","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3514","42550","167","105 DIS","F 11-12P","3047 VALLEY LSB","Evolution and Earth History: From Genes to Fossils","","THE STAFF","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3515","42553","167","106 DIS","F 9-10A","3047 VALLEY LSB","Evolution and Earth History: From Genes to Fossils","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3516","42556","168L","001 LEC","MW 1-2P","175 BARROWS","Systematics of Vascular Plants with Laboratory","4","TBA","","","INTEGRATIVE BIOLOGY"
"3517","42559","168L","101 LAB","TuTh 9-12P","3030 VALLEY LSB","Systematics of Vascular Plants with Laboratory","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3518","42562","168L","102 LAB","TuTh 2-5P","3030 VALLEY LSB","Systematics of Vascular Plants with Laboratory","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3519","42565","169","001 LEC","TuTh 11-1230P","100 GPB","Evolutionary Medicine","4","CARLSON, T J","13","BY CATEGORY","INTEGRATIVE BIOLOGY"
"3520","42568","169","101 DIS","M 1-2P","3059 VALLEY LSB","Evolutionary Medicine","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3521","42571","169","102 DIS","M 2-3P","3059 VALLEY LSB","Evolutionary Medicine","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3522","42574","169","103 DIS","M 3-4P","3059 VALLEY LSB","Evolutionary Medicine","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3523","42577","169","104 DIS","W 1-2P","3059 VALLEY LSB","Evolutionary Medicine","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3524","42580","169","105 DIS","W 2-3P","3059 VALLEY LSB","Evolutionary Medicine","","","","","INTEGRATIVE BIOLOGY"
"3525","42583","169","106 DIS","W 3-4P","3059 VALLEY LSB","Evolutionary Medicine","","","","","INTEGRATIVE BIOLOGY"
"3526","42586","169","107 DIS","F 1-2P","2038 VALLEY LSB","Evolutionary Medicine","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3527","42589","169","108 DIS","F 2-3P","2032 VALLEY LSB","Evolutionary Medicine","","","","CURRENTLY FULL","INTEGRATIVE BIOLOGY"
"3528","42592","169","109 DIS","F 3-4P","103 WHEELER","Evolutionary Medicine","","","","","INTEGRATIVE BIOLOGY"
"3529","42594","171","001 LEC","TuTh 2-330P","130 WHEELER","Freshwater Ecology","3","POWER, M E","2","BY CATEGORY","INTEGRATIVE BIOLOGY"
"3530","42598","181L","001 LEC","TuTh 330-5P","130 WHEELER","Paleobotany - The 500-Million Year History of a Gre... 4","","LOOY, C","20","BY CATEGORY","INTEGRATIVE BIOLOGY"
"3531","42601","181L","101 LAB","W 2-5P","3007 VALLEY LSB","Paleobotany - The 500-Million Year History of a Gre...","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3532","42604","181L","102 LAB","Th 9-12P","3007 VALLEY LSB","Paleobotany - The 500-Million Year History of a Gre...","","THE STAFF","","","INTEGRATIVE BIOLOGY"
"3533","44623","190","001 SEM","MWF 11-12P","60 BARROWS","Seminar for Integrative Biology Majors","2","AGNEW, K K","NONE","JR, SR","INTEGRATIVE BIOLOGY"
"3534","44626","190","002 SEM","M 1-2P","3083 VALLEY LSB","Seminar for Integrative Biology Majors","1","AGNEW, K K","NONE","JR, SR ; CLASS ENTRY CODE REQ","INTEGRATIVE BIOLOGY"
"3535","44629","190","003 SEM","M 2-3P","3083 VALLEY LSB","Seminar for Integrative Biology Majors","1","AGNEW, K K","NONE","JR, SR","INTEGRATIVE BIOLOGY"
"3536","44632","190","004 SEM","W 1-2P","3083 VALLEY LSB","Seminar for Integrative Biology Majors","1","AGNEW, K K","NONE","JR, SR","INTEGRATIVE BIOLOGY"
"3537","SEE","190","160 SEM","F 330-530P","5192 VALLEY LSB","Seminar for Integrative Biology Majors","1-3","FINE, P V","NONE","JR, SR","INTEGRATIVE BIOLOGY"
